,BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA
"G3579
2394",,"24.02.2021
ID: 7048",,"RAYNHAM, Alex",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 RAY l,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3580
2395",,"24.02.2021
ID: 7048",,"RAYNHAM, Alex",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 RAY l,,,
"G3581
2396",,"24.02.2021
ID: 7048",,"RAYNHAM, Alex",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 RAY l,,,
"G3582
2397",,"24.02.2021
ID: 7047",,"ESCOTT,  John",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 ESC d,,,
"G3583
2398",,"24.02.2021
ID: 7047",,"ESCOTT,  John",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 ESC d,,,
"G3584
2399",,"24.02.2021
ID: 7047",,"ESCOTT,  John",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 ESC d,,,
"G3585
2400",,"24.02.2021
ID: 7047",,"ESCOTT,  John",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 ESC d,,,
"G3586
2401",,"24.02.2021
ID: 7047",,"ESCOTT,  John",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 ESC d,,,
"G3587
2402",,"24.02.2021
ID: 7047",,"ESCOTT,  John",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 ESC d,,,
"G3588
2403",,"24.02.2021
ID: 7047",,"ESCOTT,  John",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 ESC d,,,
"G3589
2404",,"24.02.2021
ID: 7045",,"IINBOLT, Barnaby",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 INB w,,,
"G3590
2405",,"24.02.2021
ID: 7045",,"IINBOLT, Barnaby",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 INB w,,,
"G3591
2406",,"24.02.2021
ID: 7045",,"IINBOLT, Barnaby",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 INB w,,,
"G3592
2407",,"24.02.2021
ID: 7045",,"IINBOLT, Barnaby",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 INB w,,,
"G3593
2408",,"24.02.2021
ID: 7045",,"IINBOLT, Barnaby",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 INB w,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3594
2409",,"24.02.2021
ID: 7045",,"IINBOLT, Barnaby",,"The thirty-nine steps / John Buchan. London : Penquin Books, 1994.",,,,,Vlastita kupnja,,6.50,,,DA,,8=111 INB w,,,
"G3595
2410",,"24.02.2021
ID: 7044",,"BUCHAN, Joha",,"The thirty-nine steps / Johan Buchan ; retold by N Oxford : Oxford University Press, 2008.",,,,,Vlastita kupnja,,9.16,,,DA,,821.111-3=111 BUCHA th,,,
"G3596
2411",,"24.02.2021
ID: 7044",,"BUCHAN, Joha",,"The thirty-nine steps / Johan Buchan ; retold by N Oxford : Oxford University Press, 2008.",,,,,Vlastita kupnja,,9.16,,,DA,,821.111-3=111 BUCHA th,,,
"G3597
2412",,"24.02.2021
ID: 7044",,"BUCHAN, Joha",,"The thirty-nine steps / Johan Buchan ; retold by N Oxford : Oxford University Press, 2008.",,,,,Vlastita kupnja,,9.16,,,DA,,821.111-3=111 BUCHA th,,,
"G3598
2413",,"24.02.2021
ID: 7044",,"BUCHAN, Joha",,"The thirty-nine steps / Johan Buchan ; retold by N Oxford : Oxford University Press, 2008.",,,,,Vlastita kupnja,,9.16,,,DA,,821.111-3=111 BUCHA th,,,
"G3599
2414",,"24.02.2021
ID: 7044",,"BUCHAN, Joha",,"The thirty-nine steps / Johan Buchan ; retold by N Oxford : Oxford University Press, 2008.",,,,,Vlastita kupnja,,9.16,,,DA,,821.111-3=111 BUCHA th,,,
"G3600
2415",,"24.02.2021
ID: 7044",,"BUCHAN, Joha",,"The thirty-nine steps / Johan Buchan ; retold by N Oxford : Oxford University Press, 2008.",,,,,Vlastita kupnja,,9.16,,,DA,,821.111-3=111 BUCHA th,,,
"G3601
2416",,"24.02.2021
ID: 7044",,"BUCHAN, Joha",,"The thirty-nine steps / Johan Buchan ; retold by N Oxford : Oxford University Press, 2008.",,,,,Vlastita kupnja,,9.16,,,DA,,821.111-3=111 BUCHA th,,,
"G3602
2417",,"16.06.2021
ID: 7055",,"HERENDA, Fran",,"Prirodna kozmetika / Frane Herenda ; [fotografije Zadar : Panacea, 2018.",,,,,Vlastita kupnja,,33.05,,,DA,,646/649 HEREN pr,,,
"3603
2418",,"10.11.2021
ID: 7070",,Marzi Maria Fabrizio,,Hrana i vino / Il Cibo e il Vino / Marzi Maria Fab Milano:(2007.) Pula:(2018.),,,,,Vlastita kupnja,,42.47,,,DA,,MARZ HV,,,
"G3604
2419",,"26.05.2022
ID: 7149",,"PAVLIČIĆ, Pavao",,"Koraljna vrata / Pavao Pavličić. - Zagreb : Mozaik knjiga, 2016",,,,,Vlastita kupnja,,13.14,,,DA,,821.163.42 PAVLIČ KO,,,
"G3605
2420",,"25.05.2022
ID: 7144",,"GOLDING, William Gerald",,"Gospodar muha / William Golding ; preveo s englesk Zagreb : Vorto Palabra, 2020",,,,,Vlastita kupnja,,13.14,,,DA,,O GOL G,,,
"G3607
2421",,"01.06.2022
ID: 7160",,"GAVRAN, Miro",,"Odabrane drame : 2001. - 2021. / Miro Gavran. - Zagreb : Mozaik knjiga, 2021",,,,,Vlastita kupnja,,13.14,,,DA,,821.163.42 GAVR.M O-2,,,
"G3608
2422",,"26.05.2022
ID: 7158",,"HARRISON, Mark",,Essential Idioms in English : (for the foreign bor New York : Regent Publishing Co. ; cop. 1951,,,,,Vlastita kupnja,,14.60,,,DA,,6b- HAR p,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3609
2423",,"26.05.2022
ID: 7157",,"HARRISON, Marrk",,Essential Idioms in English : (for the foreign bor New York : Regent Publishing Co. ; cop. 1951,,,,,Vlastita kupnja,,14.60,,,DA,,63 HAR f,,,
"G3610
2424",,"26.05.2022
ID: 7156",,"HARRISON, Mark",,Essential Idioms in English : (for the foreign bor New York : Regent Publishing Co. ; cop. 1951,,,,,Vlastita kupnja,,14.60,,,DA,,6b HAR A,,,
"G3611
2425",,"25.05.2022
ID: 7143",,"WILDE, Oscar",,"Slika Doriana Graya / Oscar Wilde ; [s engleskog p Koprivnica : Šareni dućan, 2017",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 WIL SL,,,
"G3613
2426",,"26.05.2022
ID: 7146",,"ORWELL, George",,"[Tisuću devetsto osamdeset četvrta] 1984. / George Koprivnica : Šareni dućan, 2015",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 ORW T,,,
"G3614
2427",,"26.05.2022
ID: 7153",,"MUIĆ, Stjepan",,"Fizika : zbirka zadataka za srednje škole : mehani Zagreb : Element, 2010",,,,,Vlastita kupnja,,15.93,,,DA,,53 MUI FI 2.izd.,,,
"G3617
2428",,"26.05.2022
ID: 7159",,"MAVRIDI, Sophia",,"English in Mind, Student's Book 3 / Herbert Puchta Cambridge : Cambridge University Press, 2013",,,,,Vlastita kupnja,,23.62,,,DA,,802=20 MAV e,,,
"G3618
2429",,"26.05.2022
ID: 7152",,"JAKOPOVIĆ, Željko",,"Kurikulum i nastava fizike / Željko Jakopović. - Zagreb : Školska knjiga, 2015",,,,,Vlastita kupnja,,15.93,,,DA,,37 JAKO.Ž K,,,
"G3619
2430",,"26.05.2022
ID: 7154",,"JAKOPOVIĆ, Željko",,"Fizika 1 : priručnik za nastavnike : uz udžbenik z Zagreb : Školska knjiga, 2003",,,,,Vlastita kupnja,,13.14,,,DA,,371 JAK F 2,,,
"G3620
2431",,"26.05.2022
ID: 7155",,"MARIN, Gabrijela",,"Radost učenja - integrirana i projektna nastava u Virje : Osnovna škola prof. Franje Viktora Šignjara, 2003",,,,,Vlastita kupnja,,18.45,,,DA,,371 MAR p,,,
"G3622
2432",,"26.05.2022
ID: 7149",,"PAVLIČIĆ, Pavao",,"Koraljna vrata / Pavao Pavličić. - Zagreb : Mozaik knjiga, 2016",,,,,Vlastita kupnja,,13.14,,,DA,,821.163.42 PAVLIČ KO,,,
"G3623
2433",,"26.05.2022
ID: 7149",,"PAVLIČIĆ, Pavao",,"Koraljna vrata / Pavao Pavličić. - Zagreb : Mozaik knjiga, 2016",,,,,Vlastita kupnja,,13.14,,,DA,,821.163.42 PAVLIČ KO,,,
"G3624
2434",,"26.05.2022
ID: 7149",,"PAVLIČIĆ, Pavao",,"Koraljna vrata / Pavao Pavličić. - Zagreb : Mozaik knjiga, 2016",,,,,Vlastita kupnja,,13.14,,,DA,,821.163.42 PAVLIČ KO,,,
"G3625
2435",,"26.05.2022
ID: 7149",,"PAVLIČIĆ, Pavao",,"Koraljna vrata / Pavao Pavličić. - Zagreb : Mozaik knjiga, 2016",,,,,Vlastita kupnja,,13.14,,,DA,,821.163.42 PAVLIČ KO,,,
"G3626
2436",,"25.05.2022
ID: 7144",,"GOLDING, William Gerald",,"Gospodar muha / William Golding ; preveo s englesk Zagreb : Vorto Palabra, 2020",,,,,Vlastita kupnja,,13.14,,,DA,,O GOL G,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3627
2437",,"25.05.2022
ID: 7144",,"GOLDING, William Gerald",,"Gospodar muha / William Golding ; preveo s englesk Zagreb : Vorto Palabra, 2020",,,,,Vlastita kupnja,,13.14,,,DA,,O GOL G,,,
"G3628
2438",,"25.05.2022
ID: 7144",,"GOLDING, William Gerald",,"Gospodar muha / William Golding ; preveo s englesk Zagreb : Vorto Palabra, 2020",,,,,Vlastita kupnja,,13.14,,,DA,,O GOL G,,,
"G3629
2439",,"25.05.2022
ID: 7144",,"GOLDING, William Gerald",,"Gospodar muha / William Golding ; preveo s englesk Zagreb : Vorto Palabra, 2020",,,,,Vlastita kupnja,,13.14,,,DA,,O GOL G,,,
"G3630
2440",,"26.05.2022
ID: 7148",,"NG, Celeste",,"Sve što vam nikad nisam rekla / Celeste Ng ; s eng Zagreb : Mozaik knjiga, 2019",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 NG.C S,,,
"G3631
2441",,"26.05.2022
ID: 7148",,"NG, Celeste",,"Sve što vam nikad nisam rekla / Celeste Ng ; s eng Zagreb : Mozaik knjiga, 2019",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 NG.C S,,,
"G3632
2442",,"26.05.2022
ID: 7148",,"NG, Celeste",,"Sve što vam nikad nisam rekla / Celeste Ng ; s eng Zagreb : Mozaik knjiga, 2019",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 NG.C S,,,
"G3634
2443",,"26.05.2022
ID: 7147",,"GAVRAN, Miro",,"Odabrane drame : 2001. - 2021. / Miro Gavran. - Zagreb : Mozaik knjiga, 2021",,,,,Vlastita kupnja,,25.20,,,DA,,821.163.42 GAVR.M O-2,,,
"G3635
2444",,"26.05.2022
ID: 7147",,"GAVRAN, Miro",,"Odabrane drame : 2001. - 2021. / Miro Gavran. - Zagreb : Mozaik knjiga, 2021",,,,,Vlastita kupnja,,25.20,,,DA,,821.163.42 GAVR.M O-2,,,
"G3636
2445",,"25.05.2022
ID: 7143",,"WILDE, Oscar",,"Slika Doriana Graya / Oscar Wilde ; [s engleskog p Koprivnica : Šareni dućan, 2017",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 WIL SL,,,
"G3637
2446",,"25.05.2022
ID: 7143",,"WILDE, Oscar",,"Slika Doriana Graya / Oscar Wilde ; [s engleskog p Koprivnica : Šareni dućan, 2017",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 WIL SL,,,
"G3638
2447",,"25.05.2022
ID: 7143",,"WILDE, Oscar",,"Slika Doriana Graya / Oscar Wilde ; [s engleskog p Koprivnica : Šareni dućan, 2017",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 WIL SL,,,
"G3639
2448",,"25.05.2022
ID: 7143",,"WILDE, Oscar",,"Slika Doriana Graya / Oscar Wilde ; [s engleskog p Koprivnica : Šareni dućan, 2017",,,,,Vlastita kupnja,,13.14,,,DA,,821.111 WIL SL,,,
"G3640
2449",,"26.05.2022
ID: 7145",,"BRADBURY, Ray",,"Fahrenheit 451 / Ray Bradbury ; prevela s englesko Zagreb : Vorto Palabra, 2019",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 BRA F,,,
"G3641
2450",,"26.05.2022
ID: 7145",,"BRADBURY, Ray",,"Fahrenheit 451 / Ray Bradbury ; prevela s englesko Zagreb : Vorto Palabra, 2019",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 BRA F,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3642
2451",,"26.05.2022
ID: 7145",,"BRADBURY, Ray",,"Fahrenheit 451 / Ray Bradbury ; prevela s englesko Zagreb : Vorto Palabra, 2019",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 BRA F,,,
"G3643
2452",,"26.05.2022
ID: 7145",,"BRADBURY, Ray",,"Fahrenheit 451 / Ray Bradbury ; prevela s englesko Zagreb : Vorto Palabra, 2019",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 BRA F,,,
"G3644
2453",,"26.05.2022
ID: 7146",,"ORWELL, George",,"[Tisuću devetsto osamdeset četvrta] 1984. / George Koprivnica : Šareni dućan, 2015",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 ORW T,,,
"G3645
2454",,"26.05.2022
ID: 7146",,"ORWELL, George",,"[Tisuću devetsto osamdeset četvrta] 1984. / George Koprivnica : Šareni dućan, 2015",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 ORW T,,,
"G3646
2455",,"26.05.2022
ID: 7146",,"ORWELL, George",,"[Tisuću devetsto osamdeset četvrta] 1984. / George Koprivnica : Šareni dućan, 2015",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 ORW T,,,
"G3647
2456",,"26.05.2022
ID: 7146",,"ORWELL, George",,"[Tisuću devetsto osamdeset četvrta] 1984. / George Koprivnica : Šareni dućan, 2015",,,,,Vlastita kupnja,,11.81,,,DA,,821.111 ORW T,,,
"G3651
2457",,"26.05.2022
ID: 7151",,WORLD,,"Wonders of the world : masterpieces of architectur Vercelli : White stars, 2004",,,,,Vlastita kupnja,,4.18,,,DA,,72=111 WOR,,,
"G3652
2458",,"26.05.2022
ID: 7151",,WORLD,,"Wonders of the world : masterpieces of architectur Vercelli : White stars, 2004",,,,,Vlastita kupnja,,4.18,,,DA,,72=111 WOR,,,
"G3653
2459",,"26.05.2022
ID: 7151",,WORLD,,"Wonders of the world : masterpieces of architectur Vercelli : White stars, 2004",,,,,Vlastita kupnja,,4.18,,,DA,,72=111 WOR,,,
"G3654
2460",,"26.05.2022
ID: 7151",,WORLD,,"Wonders of the world : masterpieces of architectur Vercelli : White stars, 2004",,,,,Vlastita kupnja,,4.18,,,DA,,72=111 WOR,,,
"G3655
2461",,"14.06.2022
ID: 7166",,"RAYNHAM, Alex",,"Leonardo da Vinci : life and work / Elke Linda Buc Koenigswinter : Koenemann, 2005",,,,,Dar,,5.18,,,DA,,75=111RAY l,,,
"G3656
2462",,"14.06.2022
ID: 7166",,"RAYNHAM, Alex",,"Leonardo da Vinci : life and work / Elke Linda Buc Koenigswinter : Koenemann, 2005",,,,,Dar,,5.18,,,DA,,75=111RAY l,,,
"G3657
2463",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
"G3658
2464",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3659
2465",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
"G3660
2466",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
"G3661
2467",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
"G3662
2468",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
"G3663
2469",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
"G3664
2470",,"26.05.2022
ID: 7150",,"TWAIN, Mark",,"The Adventures of Tom Sawyer / Mark Twain. - New York : Pocket Books, 1950",,,,,Vlastita kupnja,,5.04,,,DA,,8=20 TWA AD,,,
"G3666
2471",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
"G3667
2472",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
"G3668
2473",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
"G3669
2474",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
"G3670
2475",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
"G3671
2476",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
"G3672
2477",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
"G3673
2478",,"20.06.2022
ID: 7168",,"TWAIN, Mark",,"Doživljaji Huckleberryja Finna / Mark Twain ; [pre Zagreb : Školska knjiga, 1990",,,,,Vlastita kupnja,,5.18,,,DA,,O TWA h,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3674
2479",,"08.06.2022
ID: 7163",,"BROOKSHEAR,  J. Glenn",,"English for computer science / Charles Brown, Norm Oxford : Oxford University Press, 1987",,,,,Vlastita kupnja,,43.13,,,DA,,811.111=111 BRO C,,,
"G3675
2480",,"08.06.2022
ID: 7161",,"MANGER, Robert",,"Baze podataka / Robert Manger. - Zagreb : Element, 2012",,,,,Vlastita kupnja,,15.40,,,DA,,004.6 MANG B,,,
"G3676
2481",,"08.06.2022
ID: 7162",,"RABUZIN, Kornelije",,"SQL : napredne teme / Kornelije Rabuzin. - Varaždin : Fakultet organizacije i informatike, 2014",,,,,Vlastita kupnja,,14.60,,,DA,,004.655.3 RAB S,,,
"G3677
2482",,"20.06.2022
ID: 7167",,"LONKA, Kirsti",,"Fenomenalno učenje iz Finske / Kirsti Lonka ; s en Zagreb : Naklada Ljevak, 2020",,,,,Dar,,17.12,,,DA,,37 LONK F,,,
"G3678
2483",,"29.08.2022
ID: 7169",,"OTOČAN, IMirko",,"Povijest turizma Istre i Kvarnera / Ivan Blažević. Opatija [etc.] : ˝Otokar Keršovani˝ [etc.], 1987",,,,,Dar,,13.27,,,DA,,338.48 OTO p,,,
"G3679
2484",,"17.10.2022
ID: 7171",,"RAYNHHAM, Alex",,"Leonardo da Vinci : life and work / Elke Linda Buc Koenigswinter : Koenemann, 2005",,,,,Vlastita kupnja,,6.64,,,DA,,75=111 RAY l,,,
"G3680
2485",,"17.10.2022
ID: 7171",,"RAYNHHAM, Alex",,"Leonardo da Vinci : life and work / Elke Linda Buc Koenigswinter : Koenemann, 2005",,,,,Vlastita kupnja,,6.64,,,DA,,75=111 RAY l,,,
"G3681
2486",,"17.10.2022
ID: 7171",,"RAYNHHAM, Alex",,"Leonardo da Vinci : life and work / Elke Linda Buc Koenigswinter : Koenemann, 2005",,,,,Vlastita kupnja,,6.64,,,DA,,75=111 RAY l,,,
"G3682
2487",,"17.10.2022
ID: 7132",,"NEWBOLT, Barnaby",,"World Wonders / Barnaby Newbolt. - Oxford : Oxford university press, 2011",,,,,Dar,,6.64,,,DA,,72=111 NEWB w,,,
"G3683
2488",,"17.10.2022
ID: 7132",,"NEWBOLT, Barnaby",,"World Wonders / Barnaby Newbolt. - Oxford : Oxford university press, 2011",,,,,Dar,,6.64,,,DA,,72=111 NEWB w,,,
"G3684
2489",,"17.10.2022
ID: 7132",,"NEWBOLT, Barnaby",,"World Wonders / Barnaby Newbolt. - Oxford : Oxford university press, 2011",,,,,Dar,,6.64,,,DA,,72=111 NEWB w,,,
"G3685
2490",,"17.11.2022
ID: 7174",,"JAKOPOVIĆ, Željko",,"Kurikulum i nastava fizike / Željko Jakopović. - Zagreb : Školska knjiga, 2015",,,,,Dar,,6.64,,,DA,,37 JAKO.Ž K,,,
"G3686
2491",,"17.11.2022
ID: 7173",,"MARIN, Gabrijela",,"Radost učenja - integrirana i projektna nastava u
Virje : Osnovna škola profesora Franje Viktora Šignjara
; Bjelovar : Tiskara Horvat, 2003. (Bjelovar : Tiskara Horvat)",,,,,Dar,,6.64,,,DA,,37 MAR p,,,
"G3687
2492",,"07.12.2022
ID: 7182",,"BUDOJEVIĆ, Ana",,"Istražite Scratch 3.0 : radni priručnik za rano uč Zagreb : Školska knjiga, 2019",,,,,Vlastita kupnja,,16.31,,,DA,,S BUDOJ ist,,,
BROJ,,DATUM,,PREZIME I IME AUTORA,,NASLOV  (mjesto i godina),,,"SVEZAK
God./Br.",,DOBAVLJAČ,,"VRIJEDNOST
Eur",,,UVEZ,,SIGNATURA,,NAPOMENA,
"G3688
2493",,"07.12.2022
ID: 7181",,"DELJAC, Saida",,"Moj portal 3.0 - Python : priručnik za programiran Zagreb : Školska knjiga, 2016",,,,,Vlastita kupnja,,9.99,,,DA,,004.43 DELJ M,,,
"G3689
2494",,"07.12.2022
ID: 7180",,PYTHON za znatiželjne,,"Python za znatiželjne : sasvim drukčiji pogled na Zagreb : Element, 2016",,,,,Vlastita kupnja,,21.36,,,DA,,004.43 PYT,,,
"G3690
2495",,"07.12.2022
ID: 7179",,"VLAŠIĆ, Zoran",,"Programski jezik Python : zbirka riješenih primjer Zagreb : Školska knjiga, 2014",,,,,Vlastita kupnja,,16.31,,,DA,,004.4 VLAŠI pro,,,
"G3691
2496",,"07.12.2022
ID: 7178",,"DMITROVIĆ, Nikola",,"Algoritmi u Pythonu : priručnik za učenje računaln Zagreb : Školska knjiga, 2019",,,,,Vlastita kupnja,,12.51,,,DA,,004.45 DMI.N A,,,
"G3692
2497",,"19.12.2022
ID: 7183",,"GUTERSON, David",,"Snow falling on cedars / David Guterson ; retold b Harlow : Pearson Education Limited, 2008",,,,,Vlastita kupnja,,6.57,,,DA,,821.111(73)-3=111 GUTER sno,,,
"G3693
2498",,"19.12.2022
ID: 7183",,"GUTERSON, David",,"Snow falling on cedars / David Guterson ; retold b Harlow : Pearson Education Limited, 2008",,,,,Vlastita kupnja,,6.57,,,DA,,821.111(73)-3=111 GUTER sno,,,
"G3694
2499",,"19.12.2022
ID: 7183",,"GUTERSON, David",,"Snow falling on cedars / David Guterson ; retold b Harlow : Pearson Education Limited, 2008",,,,,Vlastita kupnja,,6.57,,,DA,,821.111(73)-3=111 GUTER sno,,,
"G3695
2500",,"19.12.2022
ID: 7183",,"GUTERSON, David",,"Snow falling on cedars / David Guterson ; retold b Harlow : Pearson Education Limited, 2008",,,,,Vlastita kupnja,,6.57,,,DA,,821.111(73)-3=111 GUTER sno,,,
"G3696
2501",,"19.12.2022
ID: 7183",,"GUTERSON, David",,"Snow falling on cedars / David Guterson ; retold b Harlow : Pearson Education Limited, 2008",,,,,Vlastita kupnja,,6.57,,,DA,,821.111(73)-3=111 GUTER sno,,,
"G3697
2502",,"19.12.2022
ID: 7183",,"GUTERSON, David",,"Snow falling on cedars / David Guterson ; retold b Harlow : Pearson Education Limited, 2008",,,,,Vlastita kupnja,,6.57,,,DA,,821.111(73)-3=111 GUTER sno,,,
"G3698
2503",,"19.12.2022
ID: 7184",,"FITZGERALD, Francis Scott",,"The great gatsby / F. Scott Fitzgerald ; retold by Harlow : Pearson Education Limited, 2008",,,,,Vlastita kupnja,,6.57,,,DA,,=111:8(0.046) PENG.5 gre,,,
